transaction_id,account_id,customer_id,date_id,transaction_type,channel,amount,running_balance,merchant_category,status,reference_number
11134,2438,1312,20241214,Credit,UPI,86911.57,2519071.43,Dividend,Reversed,TXN0011134
11135,2036,1025,20241014,Debit,Branch,84462.33,3184366.33,EMI,Completed,TXN0011135
11136,3165,1849,20241212,Credit,Mobile,64967.21,2805611.11,Travel,Completed,TXN0011136
11137,2111,1080,20241130,Credit,Branch,41009.93,1030457.79,Food,Completed,TXN0011137
11138,2101,1072,20230616,Credit,Branch,47719.37,4717583.41,EMI,Completed,TXN0011138
11139,3080,1786,20241120,Fee,UPI,4659394.77,2453199.77,Maintenance,Completed,TXN0011139
11140,2996,1720,20230728,Credit,ATM,242552.27,2288248.18,Salary,Completed,TXN0011140
11141,3157,1843,20240917,Debit,Net Banking,1195258.92,789517.63,Cash,Completed,TXN0011141
11142,2843,1606,20230331,Credit,ATM,4792442.25,1513131.98,Insurance,Completed,TXN0011142
11143,2028,1020,20231017,Debit,UPI,3091429.37,2093315.41,Salary,Reversed,TXN0011143
11144,2852,1614,20230307,Credit,UPI,2252027.1,10956.8,B2B Payment,Reversed,TXN0011144
11145,2758,1544,20231006,Debit,UPI,74378.67,1390402.41,Travel,Completed,TXN0011145
11146,2077,1056,20241211,Credit,Branch,243636.04,2694347.2,Investment,Completed,TXN0011146
11147,3208,1881,20240131,Credit,Mobile,3350286.03,3389326.34,Vendor Pay,Failed,TXN0011147
11148,2753,1541,20230416,Debit,Mobile,88307.19,2905012.87,Medical,Completed,TXN0011148
11149,3194,1871,20231203,Debit,Net Banking,77583.71,573073.78,Salary,Failed,TXN0011149
11150,2232,1160,20241007,Debit,Net Banking,4411193.96,1018731.84,Maintenance,Completed,TXN0011150
11151,2048,1033,20240410,Debit,ATM,273772.22,3003590.75,Investment,Completed,TXN0011151
11152,2930,1667,20231103,Credit,Mobile,1516918.53,151923.4,Food,Completed,TXN0011152
11153,2218,1151,20240801,Debit,Net Banking,63318.91,444997.75,Investment,Completed,TXN0011153
11154,2606,1434,20240906,Transfer,Net Banking,85928.67,858281.03,Dividend,Completed,TXN0011154
11155,2194,1136,20240724,Debit,ATM,84146.86,1201298.6,Shopping,Completed,TXN0011155
11156,2906,1651,20240307,Debit,Mobile,28420.8,1092491.81,Travel,Completed,TXN0011156
11157,2899,1646,20241019,Debit,UPI,68206.45,4375349.68,Salary,Completed,TXN0011157
11158,2019,1012,20241108,Transfer,ATM,1561457.3,3288489.59,Vendor Pay,Completed,TXN0011158
11159,2849,1611,20240822,Debit,ATM,479275.72,2293188.21,Cash,Completed,TXN0011159
11160,2788,1565,20240806,Credit,Branch,537354.9,1884235.91,Travel,Completed,TXN0011160
11161,2194,1136,20230906,Debit,ATM,84523.93,4457094.97,B2B Payment,Completed,TXN0011161
11162,2506,1364,20241216,Credit,Mobile,50372.6,396716.79,Maintenance,Completed,TXN0011162
11163,3110,1809,20231013,Credit,ATM,1753722.72,4135518.18,B2B Payment,Completed,TXN0011163
11164,2727,1523,20230502,Debit,UPI,930950.41,2492566.43,Maintenance,Completed,TXN0011164
11165,3011,1730,20240225,Debit,ATM,96092.66,1154874.6,Salary,Completed,TXN0011165
11166,3136,1827,20240910,Credit,UPI,845117.62,2926950.56,Utilities,Completed,TXN0011166
11167,2446,1318,20241113,Transfer,ATM,74975.22,4756627.98,Utilities,Completed,TXN0011167
11168,2556,1397,20230619,Fee,UPI,62178.32,56387.09,Investment,Completed,TXN0011168
11169,2652,1465,20230701,Debit,Mobile,38007.06,4926348.37,EMI,Completed,TXN0011169
11170,2231,1159,20230809,Debit,UPI,1482867.51,4325941.41,Investment,Completed,TXN0011170
11171,2664,1476,20240406,Credit,Mobile,4590186.22,2169707.87,B2B Payment,Completed,TXN0011171
11172,2371,1261,20230220,Credit,Mobile,89573.67,4065679.25,Shopping,Completed,TXN0011172
11173,2857,1618,20240905,Debit,ATM,40543.87,147625.48,Shopping,Completed,TXN0011173
11174,2070,1051,20240213,Debit,UPI,72575.48,4719531.39,Travel,Completed,TXN0011174
11175,2931,1668,20230204,Transfer,UPI,187898.08,1503294.47,Salary,Completed,TXN0011175
11176,3143,1832,20231126,Debit,UPI,47272.69,166826.91,EMI,Completed,TXN0011176
11177,2921,1660,20241118,Debit,ATM,74357.14,3335979.48,Medical,Completed,TXN0011177
11178,2019,1012,20240927,Fee,ATM,372494.9,914074.62,Vendor Pay,Completed,TXN0011178
11179,2047,1032,20240312,Debit,Branch,62427.33,1305832.88,EMI,Completed,TXN0011179
11180,2812,1583,20241026,Fee,Mobile,40528.67,659411.25,Salary,Completed,TXN0011180
11181,2938,1675,20230909,Credit,Branch,2297992.54,2043047.42,Shopping,Failed,TXN0011181
11182,2616,1441,20240506,Debit,Mobile,85032.62,34631.09,Cash,Completed,TXN0011182
11183,2443,1315,20230921,Debit,ATM,32139.77,4821861.37,Insurance,Completed,TXN0011183
11184,2940,1677,20240219,Debit,Branch,258176.31,2479844.54,Insurance,Completed,TXN0011184
11185,2709,1509,20230305,Debit,Branch,383633.28,3809213.97,Utilities,Reversed,TXN0011185
11186,2218,1151,20240928,Credit,UPI,59963.21,355842.29,Cash,Completed,TXN0011186
11187,2285,1199,20240415,Debit,Mobile,73310.36,4052015.01,Food,Reversed,TXN0011187
11188,2397,1282,20231021,Credit,Branch,78083.21,2467418.12,Salary,Completed,TXN0011188
11189,2763,1548,20230512,Credit,Mobile,493493.64,4615101.92,Salary,Completed,TXN0011189
11190,2672,1482,20231126,Debit,UPI,7593.6,2356613.8,Salary,Reversed,TXN0011190
11191,2977,1705,20230402,Credit,ATM,481286.53,833127.05,Maintenance,Completed,TXN0011191
11192,2113,1081,20231227,Debit,Mobile,37778.91,4069901.31,Maintenance,Completed,TXN0011192
11193,2726,1522,20231219,Debit,Branch,73027.52,4038994.74,Vendor Pay,Failed,TXN0011193
11194,2648,1463,20231005,Credit,UPI,39543.86,1829361.32,EMI,Completed,TXN0011194
11195,2571,1408,20241024,Credit,Net Banking,767.94,1425997.19,EMI,Completed,TXN0011195
11196,3165,1849,20231115,Debit,Mobile,12164.35,1382180.86,Salary,Reversed,TXN0011196
11197,2362,1255,20230702,Debit,UPI,97060.6,1045821.56,Investment,Completed,TXN0011197
11198,2238,1165,20230902,Credit,UPI,286247.81,3422779.04,B2B Payment,Completed,TXN0011198
11199,2984,1711,20241106,Debit,UPI,25974.84,1959318.97,Utilities,Completed,TXN0011199
11200,2485,1347,20240127,Debit,Net Banking,360461.11,1034026.34,Cash,Completed,TXN0011200
11201,2490,1351,20230516,Debit,ATM,310352.67,2342645.33,B2B Payment,Completed,TXN0011201
11202,2716,1516,20240318,Credit,UPI,72123.51,3025990.45,Dividend,Reversed,TXN0011202
11203,2061,1044,20230212,Fee,Branch,60148.78,3076053.12,Maintenance,Completed,TXN0011203
11204,3157,1843,20230816,Debit,ATM,1377461.45,4552432.24,Travel,Completed,TXN0011204
11205,2145,1103,20231210,Credit,UPI,1758666.45,236181.43,Utilities,Completed,TXN0011205
11206,2353,1247,20241104,Debit,UPI,65791.68,162710.42,Dividend,Completed,TXN0011206
11207,2955,1689,20230531,Debit,ATM,308297.45,2352448.31,Salary,Completed,TXN0011207
11208,2394,1280,20241229,Debit,Net Banking,368676.56,4792941.31,Salary,Completed,TXN0011208
11209,2963,1696,20241017,Transfer,Branch,44657.41,318553.62,Investment,Completed,TXN0011209
11210,3157,1843,20230907,Credit,Net Banking,1758978.49,2430101.99,Investment,Reversed,TXN0011210
11211,2194,1136,20230704,Debit,UPI,37904.73,14877.37,Cash,Reversed,TXN0011211
11212,2205,1142,20230317,Credit,Mobile,2136.17,1870477.51,Food,Completed,TXN0011212
11213,2643,1460,20230810,Transfer,UPI,40427.83,1653889.86,Food,Completed,TXN0011213
11214,2347,1243,20240210,Debit,Net Banking,4163251.69,1855451.9,Utilities,Completed,TXN0011214
11215,2915,1657,20241024,Credit,Mobile,83823.26,3119597.69,EMI,Completed,TXN0011215
11216,3208,1881,20240823,Debit,Branch,4943339.43,294452.59,Medical,Completed,TXN0011216
11217,2044,1030,20240109,Debit,UPI,1385232.37,791239.88,Cash,Completed,TXN0011217
11218,2660,1472,20240805,Credit,UPI,1896673.65,4287483.1,EMI,Completed,TXN0011218
11219,2274,1192,20230212,Debit,UPI,43323.11,666106.68,Dividend,Completed,TXN0011219
11220,3147,1835,20231030,Credit,Mobile,409433.72,4907430.73,EMI,Failed,TXN0011220
11221,2062,1045,20231020,Credit,UPI,28510.83,1427281.15,Vendor Pay,Completed,TXN0011221
11222,2128,1093,20240724,Debit,UPI,691800.52,2740572.03,Investment,Completed,TXN0011222
11223,2499,1359,20231018,Transfer,Mobile,3834236.4,1991286.43,Investment,Completed,TXN0011223
11224,2248,1172,20230602,Debit,UPI,2525703.67,1575171.73,Investment,Completed,TXN0011224
11225,2345,1241,20230416,Credit,ATM,31304.89,2115862.9,Dividend,Completed,TXN0011225
11226,2643,1460,20240307,Transfer,Net Banking,2095.53,984504.92,Travel,Reversed,TXN0011226
11227,2523,1375,20230128,Debit,ATM,68249.08,340189.88,Cash,Completed,TXN0011227
11228,2906,1651,20240309,Credit,Branch,31945.32,270788.97,Maintenance,Completed,TXN0011228
11229,2089,1064,20230513,Debit,Mobile,7967.8,1227229.48,Vendor Pay,Completed,TXN0011229
11230,2810,1581,20230227,Credit,Mobile,73326.33,1827468.95,Shopping,Completed,TXN0011230
11231,2459,1328,20240820,Debit,Net Banking,12749.27,4667945.57,Shopping,Completed,TXN0011231
11232,2748,1538,20240321,Fee,Mobile,84837.43,2023674.06,Cash,Completed,TXN0011232
11233,2557,1398,20240721,Debit,Mobile,71491.57,2474985.87,Insurance,Completed,TXN0011233
11234,2660,1472,20240714,Fee,Mobile,3464657.41,246830.96,Utilities,Reversed,TXN0011234
11235,3052,1764,20240430,Credit,Branch,54435.06,1222558.91,Salary,Completed,TXN0011235
11236,2145,1103,20230617,Debit,Mobile,2219184.58,1210235.63,Cash,Completed,TXN0011236
11237,2213,1148,20230806,Credit,ATM,460149.95,4991459.17,Investment,Completed,TXN0011237
11238,2058,1041,20240728,Transfer,Mobile,24387.27,820164.22,Investment,Failed,TXN0011238
11239,2660,1472,20240924,Transfer,ATM,1365607.79,2197040.98,Cash,Completed,TXN0011239
11240,3006,1727,20230818,Credit,Mobile,65344.7,234623.74,Cash,Completed,TXN0011240
11241,2033,1023,20230915,Credit,Branch,6993.24,3084619.84,Cash,Completed,TXN0011241
11242,2258,1180,20231028,Debit,Mobile,49717.08,353939.98,EMI,Completed,TXN0011242
11243,2863,1623,20241119,Credit,Mobile,1730934.5,1641950.15,B2B Payment,Completed,TXN0011243
11244,2186,1130,20230228,Transfer,Net Banking,681034.54,2842401.66,EMI,Completed,TXN0011244
11245,2298,1207,20230508,Debit,Net Banking,78965.94,4923421.94,Cash,Completed,TXN0011245
11246,2270,1189,20241002,Credit,ATM,1831541.37,2464322.91,Dividend,Completed,TXN0011246
11247,2300,1209,20240229,Transfer,UPI,3529232.8,169815.79,Investment,Completed,TXN0011247
11248,2430,1306,20230129,Transfer,Net Banking,843.18,2792999.95,Salary,Completed,TXN0011248
11249,3122,1817,20231210,Credit,ATM,319474.37,3980948.27,Utilities,Completed,TXN0011249
11250,2120,1087,20241017,Credit,Mobile,72928.5,662249.84,Dividend,Completed,TXN0011250
11251,2958,1692,20240429,Credit,Mobile,2581063.8,2140710.14,Investment,Completed,TXN0011251
11252,2812,1583,20240316,Credit,Branch,84355.58,1226306.21,Investment,Completed,TXN0011252
11253,2725,1521,20241011,Credit,Net Banking,4426887.07,3977522.17,Investment,Completed,TXN0011253
11254,2406,1290,20231001,Debit,Net Banking,329930.66,1045120.02,Maintenance,Failed,TXN0011254
11255,2839,1602,20240811,Credit,Mobile,424214.5,2991186.44,Shopping,Completed,TXN0011255
11256,3001,1724,20230205,Credit,UPI,88930.03,4069524.14,Salary,Completed,TXN0011256
11257,2850,1612,20230527,Credit,Net Banking,628367.76,638667.37,Medical,Completed,TXN0011257
11258,2842,1605,20240126,Debit,Branch,95335.27,2740715.2,Medical,Failed,TXN0011258
11259,2762,1547,20241107,Transfer,Branch,33289.66,1442294.89,Vendor Pay,Completed,TXN0011259
11260,2025,1017,20241217,Debit,Net Banking,43975.27,3495359.96,Utilities,Completed,TXN0011260
11261,2284,1198,20240524,Debit,ATM,714965.5,3575947.04,Medical,Completed,TXN0011261
11262,2703,1504,20240609,Credit,UPI,792584.7,4825989.77,Cash,Completed,TXN0011262
11263,2919,1659,20230301,Debit,UPI,97266.85,1451325.37,Investment,Completed,TXN0011263
11264,2552,1394,20230724,Credit,Mobile,1172292.37,1851019.33,B2B Payment,Completed,TXN0011264
11265,2822,1589,20240205,Debit,Mobile,51773.73,3433805.95,EMI,Completed,TXN0011265
11266,3089,1794,20230717,Transfer,UPI,24523.47,19532.81,EMI,Completed,TXN0011266
11267,2637,1456,20230726,Debit,Branch,5544.18,2715473.23,EMI,Failed,TXN0011267
11268,2598,1428,20240129,Debit,Branch,10346.17,1613934.96,Vendor Pay,Completed,TXN0011268
11269,2971,1701,20231012,Debit,UPI,4740407.48,1613046.03,Travel,Completed,TXN0011269
11270,2705,1506,20230413,Fee,ATM,25849.19,2155336.01,Salary,Completed,TXN0011270
11271,2555,1396,20231212,Credit,Net Banking,80931.48,4279324.67,B2B Payment,Completed,TXN0011271
11272,2510,1366,20240229,Debit,Mobile,32847.06,770377.34,B2B Payment,Completed,TXN0011272
11273,2377,1267,20240608,Credit,Net Banking,93328.86,25686.44,Travel,Completed,TXN0011273
11274,2298,1207,20240625,Debit,UPI,99812.1,85925.83,Travel,Completed,TXN0011274
11275,2457,1326,20230212,Credit,Net Banking,88765.72,1226506.88,Cash,Completed,TXN0011275
11276,2887,1638,20231002,Debit,ATM,266093.38,2056649.97,Utilities,Completed,TXN0011276
11277,2984,1711,20230219,Credit,UPI,127202.64,4915613.22,Travel,Completed,TXN0011277
11278,3053,1765,20230806,Debit,UPI,25815.67,3851019.82,Insurance,Completed,TXN0011278
11279,2862,1622,20240902,Credit,UPI,87825.17,675512.42,B2B Payment,Completed,TXN0011279
11280,2228,1157,20230423,Debit,Net Banking,61134.59,2633607.2,B2B Payment,Completed,TXN0011280
11281,2061,1044,20230729,Debit,Net Banking,75303.31,2461222.74,Maintenance,Reversed,TXN0011281
11282,2022,1015,20240525,Credit,ATM,57517.2,3384476.08,Vendor Pay,Completed,TXN0011282
11283,2896,1644,20230524,Credit,Net Banking,20523.09,3586418.08,B2B Payment,Completed,TXN0011283
11284,2930,1667,20230827,Fee,Mobile,1827127.77,3002722.6,Travel,Completed,TXN0011284
11285,2744,1534,20240917,Credit,Branch,47130.06,4222075.74,Utilities,Completed,TXN0011285
11286,2138,1099,20241111,Credit,Mobile,53492.74,2301919.07,EMI,Completed,TXN0011286
11287,2167,1117,20230310,Credit,Net Banking,1488737.45,4967155.65,Insurance,Completed,TXN0011287
11288,2235,1163,20230104,Credit,ATM,1686243.17,1600680.03,Insurance,Completed,TXN0011288
11289,2568,1406,20230419,Credit,ATM,1298993.59,3832498.95,Utilities,Reversed,TXN0011289
11290,2615,1440,20241020,Debit,UPI,784650.55,3113930.17,B2B Payment,Completed,TXN0011290
11291,2602,1431,20231027,Transfer,ATM,10316.37,4910968.64,Cash,Completed,TXN0011291
11292,2553,1394,20230706,Credit,ATM,1331546.32,3211565.48,Insurance,Completed,TXN0011292
11293,2131,1095,20240424,Credit,ATM,29842.65,734260.38,Investment,Completed,TXN0011293
11294,3156,1842,20240730,Debit,UPI,283404.5,4180041.81,Investment,Failed,TXN0011294
11295,2346,1242,20240416,Credit,ATM,1324838.59,596116.53,EMI,Completed,TXN0011295
11296,2828,1594,20230605,Transfer,ATM,2410479.09,4137795.1,Salary,Completed,TXN0011296
11297,3144,1833,20231120,Credit,UPI,1273990.4,2240656.95,Insurance,Failed,TXN0011297
11298,2404,1288,20240402,Credit,Mobile,7524.83,3955517.34,Investment,Completed,TXN0011298
11299,2450,1322,20240830,Credit,UPI,2749855.87,3427768.04,Food,Completed,TXN0011299
11300,2310,1216,20240610,Debit,UPI,176363.83,2471068.41,Salary,Completed,TXN0011300
11301,2435,1310,20240606,Fee,Net Banking,17181.0,4134044.37,Cash,Completed,TXN0011301
11302,2787,1564,20240225,Debit,Branch,4320098.31,4797464.63,Insurance,Completed,TXN0011302
11303,2114,1082,20230901,Credit,Branch,18450.47,4678335.26,Travel,Completed,TXN0011303
11304,2043,1029,20230401,Credit,UPI,10426.94,4642063.22,Insurance,Completed,TXN0011304
11305,2746,1536,20241102,Credit,Branch,51318.98,669941.69,Travel,Completed,TXN0011305
11306,3164,1848,20230108,Transfer,Net Banking,363328.94,4249198.83,EMI,Completed,TXN0011306
11307,2173,1122,20240410,Credit,ATM,48364.24,734526.11,Maintenance,Completed,TXN0011307
11308,2790,1567,20230818,Debit,UPI,66443.99,4247837.23,Insurance,Completed,TXN0011308
11309,2653,1466,20230906,Credit,Branch,42361.95,1640190.26,Maintenance,Completed,TXN0011309
11310,3211,1883,20230715,Debit,Net Banking,26369.46,2434705.11,Cash,Completed,TXN0011310
11311,3079,1785,20241104,Transfer,ATM,68072.02,1647018.72,Insurance,Completed,TXN0011311
11312,3188,1865,20240326,Credit,Branch,1851634.36,3218893.57,Maintenance,Completed,TXN0011312
11313,2857,1618,20240612,Debit,Mobile,26709.05,1556586.99,Maintenance,Completed,TXN0011313
11314,2151,1108,20231115,Debit,Net Banking,95121.9,3257352.13,Medical,Completed,TXN0011314
11315,2227,1157,20241025,Credit,Branch,20245.98,2679235.0,Dividend,Completed,TXN0011315
11316,2895,1643,20240630,Credit,Branch,299734.07,2190115.02,Food,Completed,TXN0011316
11317,2641,1458,20230526,Debit,Mobile,80527.51,3138187.74,Vendor Pay,Completed,TXN0011317
11318,2421,1299,20240226,Fee,UPI,408898.52,124673.89,Travel,Reversed,TXN0011318
11319,3154,1840,20240313,Fee,Branch,425328.91,1090427.99,Utilities,Completed,TXN0011319
11320,2685,1492,20240525,Credit,ATM,1743777.88,1775981.11,Dividend,Completed,TXN0011320
11321,3000,1724,20240907,Transfer,ATM,66423.37,1168373.6,Maintenance,Completed,TXN0011321
11322,2798,1573,20241228,Debit,UPI,418335.86,1657802.22,Vendor Pay,Failed,TXN0011322
11323,2941,1678,20241019,Debit,ATM,128786.79,1501129.43,Investment,Completed,TXN0011323
11324,3042,1755,20230312,Credit,Mobile,2733966.4,2915806.66,Travel,Completed,TXN0011324
11325,2666,1478,20231104,Debit,Net Banking,84732.62,3545385.91,Investment,Completed,TXN0011325
11326,2179,1126,20241009,Credit,UPI,156049.01,412573.08,Insurance,Completed,TXN0011326
11327,3046,1759,20240310,Debit,Branch,706506.71,4741574.63,Utilities,Completed,TXN0011327
11328,2945,1681,20240219,Credit,Branch,3263099.11,4714016.84,Shopping,Completed,TXN0011328
11329,3075,1782,20231008,Credit,Net Banking,355544.23,293809.55,EMI,Completed,TXN0011329
11330,2802,1576,20241211,Credit,Net Banking,29136.25,3679984.11,Utilities,Completed,TXN0011330
11331,3018,1737,20240702,Debit,ATM,97123.8,3853482.03,Salary,Completed,TXN0011331
11332,2608,1435,20230131,Credit,UPI,799718.11,4096031.09,Shopping,Completed,TXN0011332
11333,2276,1194,20240122,Credit,Branch,60178.43,1888392.07,Investment,Completed,TXN0011333
11334,2111,1080,20230523,Fee,Net Banking,91569.43,1390146.33,Travel,Failed,TXN0011334
11335,2048,1033,20230512,Debit,ATM,148959.14,2942327.1,Salary,Completed,TXN0011335
11336,2307,1214,20240309,Credit,Net Banking,254346.63,3086367.68,Salary,Completed,TXN0011336
11337,3214,1885,20240921,Debit,ATM,63748.64,1381114.81,Investment,Completed,TXN0011337
11338,2424,1301,20240923,Debit,ATM,77797.97,1752958.82,Dividend,Completed,TXN0011338
11339,2566,1405,20240320,Transfer,ATM,1743679.74,1885093.79,Salary,Completed,TXN0011339
11340,2550,1393,20240516,Credit,Net Banking,124728.94,2838490.66,Travel,Completed,TXN0011340
11341,3040,1753,20240919,Credit,Mobile,2954974.4,790595.68,Utilities,Completed,TXN0011341
11342,2629,1450,20230927,Credit,Mobile,60981.67,132602.72,Food,Reversed,TXN0011342
11343,3146,1834,20230103,Fee,Mobile,1782047.81,3643308.2,Cash,Completed,TXN0011343
11344,3100,1801,20231023,Transfer,Mobile,87562.98,1997251.64,Utilities,Completed,TXN0011344
11345,2764,1549,20240809,Debit,Net Banking,3799638.64,4783553.65,Shopping,Completed,TXN0011345
11346,2517,1370,20240123,Credit,Branch,37692.24,2411526.47,EMI,Completed,TXN0011346
11347,2221,1153,20230406,Debit,UPI,46069.85,2585776.05,EMI,Completed,TXN0011347
11348,2314,1219,20230518,Transfer,Branch,29306.57,2916231.26,B2B Payment,Completed,TXN0011348
11349,2708,1508,20240311,Debit,ATM,44848.41,2642154.09,Vendor Pay,Completed,TXN0011349
11350,2085,1062,20241214,Credit,ATM,9034.52,1031446.0,Shopping,Completed,TXN0011350
11351,2093,1067,20230823,Debit,UPI,41549.0,3156905.37,Travel,Completed,TXN0011351
11352,3124,1818,20240715,Credit,Branch,61706.38,2027540.36,Maintenance,Completed,TXN0011352
11353,2433,1309,20231205,Credit,Branch,40951.34,2740031.71,Food,Completed,TXN0011353
11354,3214,1885,20240815,Credit,ATM,92487.52,3607708.6,Vendor Pay,Failed,TXN0011354
11355,2264,1184,20230113,Debit,Branch,1004962.31,272094.94,Maintenance,Completed,TXN0011355
11356,2481,1344,20241213,Debit,Mobile,459445.97,691388.9,B2B Payment,Completed,TXN0011356
11357,2138,1099,20230607,Debit,Net Banking,48299.76,516380.87,Shopping,Completed,TXN0011357
11358,3044,1757,20230120,Debit,Net Banking,42729.28,1249994.0,Food,Completed,TXN0011358
11359,2208,1145,20230519,Transfer,Mobile,283055.45,4956077.79,Cash,Completed,TXN0011359
11360,2839,1602,20230708,Credit,Branch,198770.36,700050.91,Salary,Completed,TXN0011360
11361,2943,1680,20230319,Debit,ATM,1354527.31,1534429.7,Cash,Completed,TXN0011361
11362,2283,1198,20241019,Debit,ATM,1058195.14,4776828.94,Shopping,Completed,TXN0011362
11363,2235,1163,20240904,Debit,Net Banking,1374586.08,1666949.57,Cash,Completed,TXN0011363
11364,2713,1513,20231102,Credit,Mobile,3086118.34,2141555.77,Salary,Completed,TXN0011364
11365,2834,1598,20240315,Debit,ATM,74669.6,3648682.84,EMI,Failed,TXN0011365
11366,2361,1254,20240409,Credit,Net Banking,320049.14,4334981.06,Cash,Completed,TXN0011366
11367,2818,1587,20230701,Credit,ATM,1845435.77,4174361.13,Shopping,Completed,TXN0011367
11368,2261,1182,20240218,Debit,Mobile,1147305.07,332612.14,Dividend,Completed,TXN0011368
11369,2561,1400,20240114,Credit,UPI,6527.58,4580695.78,Investment,Completed,TXN0011369
11370,2386,1273,20240114,Debit,Net Banking,84975.1,3490148.0,Utilities,Completed,TXN0011370
11371,2632,1453,20240208,Debit,Mobile,66858.87,1690981.27,Maintenance,Completed,TXN0011371
11372,2979,1706,20230511,Credit,UPI,284693.25,1696080.34,Cash,Completed,TXN0011372
11373,2299,1208,20240520,Transfer,ATM,30132.12,1694435.05,Shopping,Completed,TXN0011373
11374,2656,1469,20230721,Credit,UPI,93156.41,1620583.87,Cash,Failed,TXN0011374
11375,2412,1294,20240715,Debit,Net Banking,1307119.94,2889178.01,Investment,Completed,TXN0011375
11376,2564,1403,20231031,Credit,UPI,326679.43,3079939.67,Travel,Failed,TXN0011376
11377,2782,1560,20240301,Debit,ATM,67544.18,2500965.24,Shopping,Completed,TXN0011377
11378,3099,1801,20241212,Credit,Branch,24861.89,2486016.84,Cash,Completed,TXN0011378
11379,2545,1389,20240427,Credit,Branch,94326.99,1370074.54,EMI,Completed,TXN0011379
11380,2688,1494,20240723,Transfer,Net Banking,73325.59,2869630.34,Shopping,Completed,TXN0011380
11381,2179,1126,20240212,Credit,UPI,388742.59,3915203.14,Dividend,Completed,TXN0011381
11382,2464,1332,20230528,Credit,ATM,206528.2,3512953.83,Vendor Pay,Completed,TXN0011382
11383,2302,1211,20240904,Debit,ATM,1508699.86,2925811.63,Travel,Completed,TXN0011383
11384,2432,1308,20230809,Debit,UPI,26595.32,4232556.32,Shopping,Reversed,TXN0011384
11385,2160,1113,20241019,Debit,Net Banking,72001.23,2836217.64,Shopping,Completed,TXN0011385
11386,2647,1463,20240226,Credit,UPI,22807.54,1643854.19,EMI,Completed,TXN0011386
11387,2152,1108,20230421,Debit,UPI,3240.22,2007359.18,Medical,Completed,TXN0011387
11388,2856,1617,20240822,Debit,Branch,1053968.36,1158887.42,B2B Payment,Completed,TXN0011388
11389,2948,1682,20240508,Credit,ATM,479358.78,1368886.19,Travel,Completed,TXN0011389
11390,2065,1047,20230401,Credit,Branch,4338378.6,2468625.4,Cash,Completed,TXN0011390
11391,2366,1258,20230417,Debit,Mobile,58045.02,3552175.76,Insurance,Completed,TXN0011391
11392,3086,1791,20230218,Credit,ATM,89416.39,194223.9,Maintenance,Completed,TXN0011392
11393,2598,1428,20230502,Debit,UPI,99925.55,3740200.65,Shopping,Completed,TXN0011393
11394,2856,1617,20230910,Debit,Branch,4778388.21,3848771.86,B2B Payment,Completed,TXN0011394
11395,3048,1761,20231106,Credit,ATM,4982424.43,1048439.83,Cash,Completed,TXN0011395
11396,2088,1063,20240802,Fee,Branch,253118.46,4696117.81,EMI,Completed,TXN0011396
11397,2777,1557,20230302,Debit,Net Banking,10338.76,3509748.59,Shopping,Completed,TXN0011397
11398,2169,1119,20230519,Credit,Branch,1186785.21,1547875.93,Food,Completed,TXN0011398
11399,2200,1139,20240420,Credit,Branch,16576.41,4664329.22,Maintenance,Completed,TXN0011399
11400,2125,1091,20230405,Debit,UPI,46207.97,3160372.59,Vendor Pay,Completed,TXN0011400
11401,2692,1497,20240914,Debit,Net Banking,979051.88,2550871.99,Dividend,Completed,TXN0011401
11402,3209,1881,20230712,Credit,ATM,2815127.92,4819954.22,Salary,Failed,TXN0011402
11403,2712,1512,20240921,Fee,Net Banking,288122.75,2888399.13,B2B Payment,Completed,TXN0011403
11404,2915,1657,20230502,Debit,Branch,8075.45,1188105.5,Vendor Pay,Completed,TXN0011404
11405,2073,1053,20240903,Credit,ATM,39159.34,2033193.25,B2B Payment,Completed,TXN0011405
11406,2484,1346,20231127,Debit,Net Banking,74089.57,4467212.52,Salary,Completed,TXN0011406
11407,2521,1373,20240513,Credit,Branch,93456.6,2333256.88,Maintenance,Completed,TXN0011407
11408,2874,1629,20240617,Credit,Mobile,42878.92,3022940.63,Maintenance,Completed,TXN0011408
11409,2851,1613,20230301,Debit,Branch,303606.6,3143711.74,Medical,Completed,TXN0011409
11410,2648,1463,20241110,Transfer,ATM,36879.22,3891706.38,B2B Payment,Failed,TXN0011410
11411,3196,1873,20240404,Credit,Branch,938585.24,1949191.67,Utilities,Completed,TXN0011411
11412,2518,1371,20240111,Debit,Net Banking,87459.49,2382578.29,Insurance,Completed,TXN0011412
11413,2425,1302,20230424,Credit,Branch,1974315.87,1890987.24,Insurance,Failed,TXN0011413
11414,2603,1432,20230924,Debit,UPI,233638.26,4040325.45,Salary,Completed,TXN0011414
11415,2911,1654,20240223,Credit,Branch,1361015.84,4941389.03,Travel,Completed,TXN0011415
11416,2694,1498,20240703,Debit,Net Banking,844905.48,961677.71,Medical,Completed,TXN0011416
11417,2500,1360,20230524,Debit,UPI,15234.28,875771.15,Utilities,Completed,TXN0011417
11418,2764,1549,20240427,Debit,ATM,2677443.31,1790221.4,EMI,Completed,TXN0011418
11419,2429,1305,20230102,Debit,Branch,1466265.28,2771669.7,Dividend,Completed,TXN0011419
11420,2169,1119,20240117,Transfer,Branch,1423835.55,4680126.49,Vendor Pay,Completed,TXN0011420
